line,reactance,limit
line_107501_110161,0.015221070634548355,3442.5962048335787
line_107501_740531,0.0787904241903263,665.0554371102568
line_107501_135041,0.03865814572727885,1355.4711177733573
line_110161_742351,0.07227871006243226,724.9714328705977
line_110161_134461,0.08977902408484997,583.6552639564991
line_110161_131751,0.0846654162639759,618.9067781421345
line_110161_740531,0.07292709642363895,718.5257958935385
line_110161_135041,0.0387880365654504,1350.9320048098068
line_130001_200001,0.09533391062350383,549.6470212675949
line_130001_200071,0.0674679977078397,776.6645191830139
line_130001_131751,0.09374472528355018,558.9647827278328
line_130001_135041,0.07530372966820782,695.8486681984697
line_131751_204901,0.03833882829229461,1366.7606010414102
line_131751_200071,0.0729771583632014,718.032891048038
line_131751_133661,0.06959337237463507,752.9452620562816
line_131751_135041,0.03210495578691906,1632.146773469472
line_133661_216471,0.05897596536167003,888.4975375758086
line_133661_211651,0.05694885180516577,920.1239066113507
line_133661_204901,0.0773627307257369,677.328728037875
line_133661_201361,0.0631016727310493,830.4058788320594
line_133661_200071,0.06327499817066085,828.1311973912734
line_133661_135041,0.061757234930229665,848.4835834894322
line_134201_740011,0.02193985528227042,2388.347567740996
line_134201_135041,0.018116029776691515,2892.4659898395066
line_134461_742351,0.0925100050536937,566.4252203811527
line_134461_740011,0.08092205017757922,647.5367330043039
line_134461_135041,0.02879294835879841,1819.8900420695495
line_135041_230601,0.03491945982052202,1500.5959504907562
line_135041_230541,0.033049599096737124,1585.4957830690685
line_135041_216471,0.0271958485060865,1926.7646673451925
line_135041_742351,0.06132680302866673,854.4388002013742
line_135041_211651,0.028318220934076103,1850.3987281540567
line_135041_211211,0.026318000545035355,1991.0327120152283
line_135041_200261,0.0343195639383274,1526.8259262898366
line_135041_204901,0.02761668071757183,1897.4039833345773
line_135041_201361,0.026540920590489007,1974.3098142111035
line_135041_740011,0.053393048119053585,981.4011719870474
line_135041_233771,0.026527613942503716,1975.3001575479957
line_135041_300011,0.03224559100012864,1625.028364336413
line_135041_200071,0.06519023581601541,803.801356814954
line_200001_200071,0.06575863661465767,796.8535039292465
line_200071_216471,0.05696606594250921,919.8458614446478
line_200071_204901,0.0737043681510598,710.9483645881651
line_200071_201361,0.061248367869929266,855.5330014879712
line_200261_216471,0.07629199204120789,686.834864289518
line_200261_211651,0.06988279018790658,749.8269582411147
line_200261_211211,0.057133579651320765,917.14890472102
line_200261_204901,0.07691407842287382,681.2796964413285
line_200261_201361,0.0818451965630859,640.2330521573165
line_200261_300011,0.09118782575930959,574.6381116522055
line_201361_232301,0.08607699371401405,608.757319918677
line_201361_230601,0.07732311841884124,677.675720683709
line_201361_230541,0.06418610662108615,816.3760470678833
line_201361_230171,0.08105471939133628,646.4768540744698
line_201361_216471,0.04280365089255736,1224.1946401144778
line_201361_211651,0.04671257689658098,1121.753572191289
line_201361_211211,0.05092918089792567,1028.8796928625695
line_201361_204901,0.04656219327345444,1125.376540839921
line_201361_261331,0.07623717869200104,687.3286879056283
line_201361_252891,0.06590556634099122,795.0770004598053
line_201361_233771,0.06112603028528572,857.2452645041756
line_201361_300011,0.054320849935721456,964.6388092602672
line_204901_232301,0.07691939551931025,681.2326025994995
line_204901_230601,0.08121036982361789,645.2377955402544
line_204901_230541,0.06513533923023296,804.4788070387178
line_204901_230171,0.07951035845681712,659.0336280329936
line_204901_216471,0.028437410887604868,1842.6431367856983
line_204901_211651,0.03511517906749289,1492.2321739919066
line_204901_211211,0.03630590361862191,1443.2914423626453
line_204901_261331,0.06726262416979373,779.0359155141581
line_204901_252891,0.060093409186139375,871.9758241322434
line_204901_233771,0.06097786118351987,859.3282706701731
line_204901_300011,0.0763844558711821,686.003446674668
line_211211_232301,0.09489163083839942,552.2088674947242
line_211211_230601,0.08199470618651114,639.0656474920117
line_211211_230541,0.06362533214250846,823.5713392054931
line_211211_230171,0.07554641780855414,693.6132978904359
line_211211_216471,0.033728137338629643,1553.5989869201887
line_211211_211651,0.017013710648589735,3079.8689999082258
line_211211_252891,0.09499565390634461,551.6041823519706
line_211211_233771,0.06158948549840189,850.7945727417981
line_211211_300011,0.08360923889303097,626.7249970668931
line_211651_232301,0.09329867725300948,561.6371157964061
line_211651_230601,0.07846875412860868,667.7817251197525
line_211651_230541,0.058905357677525146,889.562546871569
line_211651_230171,0.07249557817038702,722.8027049711061
line_211651_216471,0.028950051945350126,1810.014023426177
line_211651_261331,0.09462143468190957,553.7857270517399
line_211651_252891,0.09343492763099527,560.8181151158434
line_211651_233771,0.05765073982200193,908.921553509743
line_211651_300011,0.08072348503364225,649.1295560165895
line_216471_232301,0.09063342158659951,578.1531700194306
line_216471_230601,0.07336621936404437,714.2251632183792
line_216471_230541,0.05431583450483097,964.727882351498
line_216471_230171,0.07061065555229092,742.0976280441843
line_216471_261331,0.09258392213138274,565.9729982668149
line_216471_252891,0.08186930405747017,640.0445271064785
line_216471_233771,0.0542655681441345,965.6215127209324
line_216471_300011,0.07603822751993936,689.127057653458
line_230171_232301,0.08745567269997849,599.1606762863868
line_230171_230601,0.08703270560962664,602.0725155326444
line_230171_230541,0.07441437828948051,704.1649907516254
line_230171_261331,0.08055494074986864,650.487723188915
line_230171_258301,0.09336265152774523,561.2522688949973
line_230171_252891,0.08475310162457568,618.2664586378474
line_230171_233771,0.017570406558058728,2982.287280994449
line_230171_300011,0.0958429952489422,546.7274876363834
line_230171_262011,0.09414406865772454,556.5937477219982
line_230541_232301,0.08707914474630739,601.7514314438881
line_230541_230601,0.03799308325827464,1379.1984094522686
line_230541_261331,0.09018100547257484,581.0536234920944
line_230541_252891,0.08625045679145626,607.5330143085179
line_230541_233771,0.054516653243456795,961.1741895819542
line_230541_300011,0.08859258512908455,591.4716217350488
line_230601_232301,0.09182939152628367,570.6234042180486
line_230601_261331,0.09449511686335549,554.5260087436363
line_230601_252891,0.091869239693791,570.3758970320669
line_230601_233771,0.06933166499184223,755.7874169928782
line_230601_300011,0.09447390887830981,554.6504915711229
line_232301_261331,0.06420768857905482,816.1016407790983
line_232301_255951,0.09395661588729481,557.7042074701387
line_232301_258301,0.07981813044233625,656.4924498933963
line_232301_255981,0.0922314068100138,568.1361893128014
line_232301_254001,0.0935857905851201,559.9140603758651
line_232301_254031,0.09149977009537788,572.6790345525359
line_232301_254391,0.08865385962423847,591.0628169162479
line_232301_252891,0.06003982755692957,872.7540056692284
line_232301_233771,0.062134618831286896,843.330191535911
line_232301_300011,0.08956655269046133,585.0398215178878
line_232301_262011,0.07984076237197431,656.3063583470171
line_232631_301741,0.08849336744983183,592.134772469884
line_232631_301721,0.0948606275475594,552.3893458719604
line_232631_302201,0.08364462394728282,626.4598670803422
line_232631_302071,0.0734964997688347,712.9591227447759
line_232631_303741,0.09086674449011771,576.6686183601396
line_233771_280991,0.09363369033033195,559.6276277815936
line_233771_261331,0.05113643569423848,1024.7096671601594
line_233771_255951,0.09245995668783313,566.7318250744471
line_233771_258301,0.07161754484988357,731.6642885459818
line_233771_257141,0.0957072439439952,547.5029667625033
line_233771_256181,0.09562843058625094,547.954198126659
line_233771_255981,0.08974732165672103,583.8614348896934
line_233771_254001,0.09164676198473769,571.7605168497539
line_233771_254031,0.0885339567917145,591.8633019337038
line_233771_254391,0.0856293613241548,611.9396336688397
line_233771_252891,0.05509448967140143,951.093300119992
line_233771_300011,0.0834268485891332,628.0951622428345
line_233771_262011,0.07291122075400402,718.6822475074576
line_251601_280991,0.08665836974167586,604.6732722551983
line_251601_280781,0.09036378420902527,579.87832690573
line_251601_261331,0.08474833277481246,618.3012489370586
line_251601_253751,0.08249415928302099,635.1964848835669
line_251601_253851,0.03656453713220932,1433.0825469096771
line_251601_256751,0.0955083903339387,548.6428974123311
line_251601_255951,0.08916294146845205,587.6881037907476
line_251601_258301,0.0672786897078957,778.8498888356091
line_251601_257141,0.09284214036053265,564.3988796091493
line_251601_256181,0.08355175785535575,627.1561645742336
line_251601_255981,0.04050085985249516,1293.7996919285597
line_251601_254001,0.06491983266982894,807.1493385772781
line_251601_254031,0.029270872949628553,1790.175513049226
line_251601_254391,0.06385775920794069,820.5737352820247
line_251601_252891,0.0440481440954813,1189.6074414943507
line_251601_261001,0.08499570581827973,616.501733770302
line_251601_262011,0.08110974484228803,646.0382793940231
line_252891_286671,0.08228922109776579,636.7784176465209
line_252891_285491,0.09154306775299018,572.408171216093
line_252891_284741,0.08653803089495109,605.5141243461918
line_252891_283651,0.08256103215174636,634.6819877892191
line_252891_284011,0.054384802212512906,963.504469414872
line_252891_281221,0.09161651048639656,571.9493104660484
line_252891_280991,0.027667556642115648,1893.9149805601749
line_252891_280781,0.04572296391940191,1146.032442086826
line_252891_257301,0.041029493604759125,1277.1300690370203
line_252891_261331,0.02513893724166158,2084.415880284706
line_252891_253751,0.05674606876191089,923.4119850637468
line_252891_253851,0.042925960377597855,1220.7065267512676
line_252891_256751,0.0415744628543295,1260.3891043307403
line_252891_255951,0.02086931394108377,2510.8635649418384
line_252891_258301,0.018415510380023103,2845.4275183620657
line_252891_257141,0.029505019930155186,1775.968974908074
line_252891_256181,0.022606654444734385,2317.9015775244525
line_252891_255981,0.014476163650067403,3619.7435499256753
line_252891_254001,0.014214100966723263,3686.4800751503058
line_252891_254031,0.014733660152272931,3556.482195085541
line_252891_254391,0.010793657795516384,4854.70273309634
line_252891_300011,0.0741540191321555,706.6373557799205
line_252891_302201,0.09327150484026031,561.8007352807471
line_252891_302071,0.09247475946184941,566.6411062319951
line_252891_303741,0.08886976846572836,589.6268315384154
line_252891_261001,0.04026678247662875,1301.320760614869
line_252891_261161,0.04736408762002968,1106.323432647327
line_252891_262011,0.016284347311762235,3217.8139532894465
line_253751_283651,0.08933869492401911,586.5319618174995
line_253751_284011,0.09273012951027022,565.0806299606915
line_253751_280991,0.05010544782266551,1045.7944650141724
line_253751_280781,0.05429735839871082,965.0561564196488
line_253751_257301,0.07595702191975909,689.8638029194366
line_253751_261331,0.09201100987581504,569.4970642178906
line_253751_253851,0.02049935233872207,2556.1783189130074
line_253751_256751,0.07459722662634946,702.4389829191199
line_253751_255951,0.08875766296166777,590.3715606237881
line_253751_258301,0.06371845044235869,822.3677700292219
line_253751_257141,0.09160640670164354,572.012393965671
line_253751_256181,0.09326431455373171,561.844047755384
line_253751_255981,0.03164722901313862,1655.7531775766429
line_253751_254001,0.08741563185611724,599.4351226134061
line_253751_254031,0.04947416583398819,1059.1386255167904
line_253751_254391,0.04940222853341448,1060.6808954895205
line_253751_261001,0.04490509617413922,1166.905417523125
line_253751_262011,0.08959843368264782,584.8316521424649
line_253851_283651,0.09354205428166867,560.1758524803829
line_253851_284011,0.09429275971500488,555.716050292476
line_253851_280991,0.057973223970708886,903.865550525105
line_253851_280781,0.0609369033342381,859.9058556124307
line_253851_257301,0.08211343943362504,638.1415802507777
line_253851_261331,0.08776681678268625,597.0365785253925
line_253851_256751,0.07888990864216673,664.2167661478587
line_253851_255951,0.0849250789503536,617.0144396407632
line_253851_258301,0.06076163362148374,862.3862934039469
line_253851_257141,0.08864013556497635,591.1543305525402
line_253851_256181,0.0820027733016755,639.0027786893074
line_253851_255981,0.021270695665793666,2463.4831330066336
line_253851_254001,0.06858646803946848,763.9991021238492
line_253851_254031,0.018927485244406045,2768.4607502460817
line_253851_254391,0.03745663268279362,1398.9511669069732
line_253851_261001,0.05064982542076613,1034.5544049697023
line_253851_262011,0.08325601107229201,629.3839847131346
line_254001_284011,0.09000977056528282,582.1590219696762
line_254001_280991,0.07017155097655282,746.7413684145158
line_254001_280781,0.08473337328153238,618.4104086815646
line_254001_257301,0.08240205171556689,635.906496368232
line_254001_261331,0.06931517258216711,755.9672442261376
line_254001_256751,0.0815977350833405,642.1746871586673
line_254001_255951,0.06103882449323056,858.4700055259316
line_254001_258301,0.05842324353555481,896.9033013052549
line_254001_257141,0.06754133965618912,775.8211528929653
line_254001_256181,0.03142818282688296,1667.293342686623
line_254001_255981,0.03870298769404616,1353.9006449380886
line_254001_254031,0.04326922194076043,1211.0224693141108
line_254001_254391,0.04262527023511433,1229.317719535144
line_254001_261001,0.08078226122471349,648.6572572441116
line_254001_261161,0.08647883890600959,605.9285793250702
line_254001_262011,0.056567020975181355,926.3347989103116
line_254031_283651,0.09326560250427968,561.8362889747646
line_254031_284011,0.08580327783787482,610.6992800322819
line_254031_280991,0.04885387138289153,1072.5864402703266
line_254031_280781,0.05019303739409871,1043.9694969757056
line_254031_257301,0.07255796562706339,722.1812181081236
line_254031_261331,0.06228456054340861,841.2999873938315
line_254031_256751,0.07327151100183132,715.1483473391224
line_254031_255951,0.0595045628772585,880.6047379607971
line_254031_258301,0.032970148985478995,1589.3164457060377
line_254031_257141,0.06906861169634622,758.665893421628
line_254031_256181,0.06030556570969988,868.9081908665637
line_254031_255981,0.02313985564457266,2264.491222627405
line_254031_254391,0.0308880803046777,1696.4472859151604
line_254031_261001,0.0391113252949548,1339.7653903269647
line_254031_261161,0.08700961514474195,602.2322925211395
line_254031_262011,0.05367964154423999,976.1615110044024
line_254391_286671,0.0953590178628072,549.5023037610115
line_254391_284741,0.0952273830991687,550.2618920592541
line_254391_283651,0.08966787254712558,584.3787580937734
line_254391_284011,0.08075966874383747,648.8387188190205
line_254391_280991,0.04490221644768455,1166.9802549958997
line_254391_280781,0.054477201599543015,961.870258777014
line_254391_257301,0.06609972191437198,792.7416104394645
line_254391_261331,0.058382143232224536,897.5347100837052
line_254391_256751,0.06358618046012918,824.0784337228226
line_254391_255951,0.05100559402837515,1027.3382949103411
line_254391_258301,0.04086539050914683,1282.2586385971622
line_254391_257141,0.06199169795604573,845.2744759008444
line_254391_256181,0.0558101136581081,938.8979266554016
line_254391_255981,0.010031244081592854,5223.679094415918
line_254391_261001,0.04540775026889217,1153.988023843984
line_254391_261161,0.08223091445040079,637.2299317138946
line_254391_262011,0.046396187385713814,1129.4031460898632
line_255951_286671,0.09329817490264883,561.6401398492128
line_255951_283651,0.0949664034966983,551.7740808392496
line_255951_284011,0.0710798601112533,737.1989747585909
line_255951_280991,0.049608605315342294,1056.268356405384
line_255951_280781,0.07492013925791331,699.4114068530024
line_255951_257301,0.05765532643109372,908.8492467842572
line_255951_261331,0.07183891847421159,729.4096447012954
line_255951_256751,0.07842242434985428,668.1762319185095
line_255951_258301,0.06417471841269068,816.5209181445788
line_255951_257141,0.007404553348606388,7076.726648186311
line_255951_256181,0.059255024427483385,884.3131954848386
line_255951_255981,0.055404210892354776,945.7764880328018
line_255951_261001,0.07428432986008024,705.3977615292363
line_255951_261161,0.07848654304388139,667.6303728997652
line_255951_262011,0.058320339803765796,898.4858486132566
line_255981_286671,0.09538143491055989,549.3731568322074
line_255981_284741,0.09483415262487997,552.5435568267284
line_255981_283651,0.08858764905196374,591.5045783556487
line_255981_284011,0.08115091693102584,645.7105105113887
line_255981_280991,0.04137091449632312,1266.5903240948928
line_255981_280781,0.052749250289606336,993.379047328846
line_255981_257301,0.06142888846192506,853.0188533767569
line_255981_261331,0.06543678286985993,800.7728635469846
line_255981_256751,0.04070318985411131,1287.3683902370426
line_255981_258301,0.04623068617983283,1133.44629573892
line_255981_257141,0.06343297156420152,826.0688204866001
line_255981_256181,0.051220086986284635,1023.0361384202904
line_255981_261001,0.044588396311521956,1175.1936453130402
line_255981_261161,0.086000239772733,609.300626817715
line_255981_262011,0.05373975597287667,975.0695560740382
line_256181_284011,0.09117353450832137,574.7281849122288
line_256181_280991,0.07485682808676362,700.0029434758471
line_256181_280781,0.08926685899561958,587.0039630561139
line_256181_257301,0.0850510967197405,616.1002270513683
line_256181_261331,0.0784894660331315,667.6055099913818
line_256181_256751,0.0864313496272095,606.2615037947288
line_256181_258301,0.07098209201735892,738.2143652117974
line_256181_257141,0.05839330236773119,897.3631885042496
line_256181_261001,0.086772600996182,603.8772538615686
line_256181_261161,0.08815911784253987,594.3798132552906
line_256181_262011,0.06624399362132216,791.0151114913133
line_256751_284011,0.09149341180007498,572.7188326357402
line_256751_280991,0.0582480536090789,899.6008751068829
line_256751_280781,0.0774300305895582,676.7400141911656
line_256751_257301,0.07193503743697187,728.4350139653698
line_256751_261331,0.09092760144325887,576.2826597015091
line_256751_258301,0.08108543002957079,646.2320047003564
line_256751_257141,0.08342283826703924,628.1253561796337
line_256751_261001,0.07335825932854508,714.302663116901
line_256751_262011,0.0839738461405258,624.003810809277
line_257141_286671,0.0918853318995312,570.2760050678703
line_257141_284741,0.09555320069445299,548.3856073807259
line_257141_283651,0.0945858434433278,553.9941083402832
line_257141_284011,0.06616145219748568,792.0019627681534
line_257141_280991,0.05295384232672807,989.5410360723056
line_257141_280781,0.07813736143078806,670.6138912358141
line_257141_257301,0.07186646584405283,729.1300523070909
line_257141_261331,0.07911219061781356,662.3505124910696
line_257141_258301,0.07288228052523145,718.9676231640339
line_257141_303741,0.08913259456922248,587.8881934633342
line_257141_261001,0.07865208252195757,666.2252075190929
line_257141_261161,0.08190955388303882,639.7300133611225
line_257141_262011,0.06707698570536641,781.1919311664569
line_257301_286671,0.09564763979115269,547.844150827096
line_257301_283651,0.092321034797756,567.5846259174909
line_257301_284011,0.07929026432533422,660.8629753710829
line_257301_281221,0.09057362229154103,578.5348832724537
line_257301_280991,0.03587801285192713,1460.504521704173
line_257301_280781,0.05518703047401192,949.4984518994122
line_257301_261331,0.08827754675007346,593.58242190794
line_257301_258301,0.07564337401517872,692.7242561851529
line_257301_261001,0.05520600962825663,949.1720258871889
line_257301_262011,0.08031928544322581,652.3962422080967
line_258301_283651,0.09359754173068742,559.8437633199061
line_258301_284011,0.0847148289383223,618.5457806702352
line_258301_280991,0.04884828973619286,1072.7089992912402
line_258301_280781,0.04639508684876214,1129.4299366398982
line_258301_261331,0.034344956845006054,1525.6970691934137
line_258301_261001,0.03489677091460041,1501.5715960721293
line_258301_261161,0.08362614085618571,626.5983275506375
line_258301_262011,0.04314492104072134,1214.5114357850712
line_261001_286671,0.09388823257887377,558.1104102261136
line_261001_285491,0.09492718414289886,552.0020473916043
line_261001_284741,0.09083514447908901,576.869231622821
line_261001_283651,0.08023004968182128,653.1218690230093
line_261001_284011,0.08088097796106851,647.8655590097139
line_261001_281221,0.09086570178424323,576.6752357718161
line_261001_280991,0.022046448671200678,2376.8000362094704
line_261001_280781,0.020792548457767436,2520.133600093885
line_261001_261331,0.07769952394557045,674.3928062764825
line_261001_262011,0.07642650983849687,685.6259707623799
line_261161_280991,0.08915153747746207,587.7632790488551
line_261161_261331,0.08456099263540756,619.671060697305
line_261161_262011,0.07536835274467477,695.2520267693178
line_261331_284011,0.08848555652748054,592.1870422290488
line_261331_280991,0.07317987607602128,716.0438471577273
line_261331_280781,0.08339137104755642,628.3623754083302
line_261331_300011,0.08964833396565801,584.5061216650507
line_261331_262011,0.04144374978870441,1264.3643557147848
line_262011_286671,0.09509603262203765,551.0219359861787
line_262011_284011,0.07845391681040145,667.9080169653529
line_262011_280991,0.06256770730296338,837.4927300159869
line_262011_280781,0.08010752175932614,654.1208471962195
line_280781_286671,0.09092604515816409,576.2925233232262
line_280781_285491,0.09250410059575273,566.4613748204576
line_280781_284741,0.08756936296339271,598.3827930997417
line_280781_283651,0.07371074244080722,710.8868838497913
line_280781_284011,0.075771057374,691.55693237007
line_280781_281221,0.08252090941060856,634.9905784395496
line_280781_280991,0.005478057208256025,9565.434972279503
line_280991_286671,0.07788784401398209,672.7622347666136
line_280991_285491,0.08389759311787552,624.5709567183694
line_280991_284741,0.07663977183833964,683.7181106244694
line_280991_283651,0.06237278724542408,840.1099632411292
line_280991_284011,0.053349297501776284,982.205998087516
line_280991_281221,0.06451982967168415,812.1534149523152
line_280991_302201,0.0839145238328648,624.4449423840709
line_280991_302071,0.08102850328184845,646.6860163729367
line_280991_303741,0.07832145274342377,669.037641215098
line_283651_286671,0.0690743146760236,758.6032557220373
line_283651_285491,0.03581305108564945,1463.153750142139
line_283651_284741,0.02578824326512897,2031.93367850906
line_283651_284011,0.07678638693326768,682.4126266748165
line_283651_409941,0.08348072176824052,627.6898293413547
line_283651_409611,0.08897679816901795,588.9175726514947
line_283651_408441,0.08578897746542151,610.8010789745172
line_283651_401681,0.09402256953284703,557.3129968724576
line_283651_400081,0.09560698221804843,548.0771255857929
line_283651_400041,0.08175734838538722,640.9209818424791
line_284011_286671,0.06481521328755206,808.4521726022549
line_284011_285491,0.08393902536977517,624.2626688737827
line_284011_284741,0.07701183141441774,680.4149315450503
line_284011_408441,0.0800048363520246,654.960404761505
line_284011_407871,0.08317176769908001,630.0214778359173
line_284011_400081,0.0956554675008777,547.7993194640882
line_284011_400041,0.09304229330009949,563.1847425663569
line_284011_301741,0.09313111105788242,562.6476416396729
line_284011_301721,0.09104325725836054,575.5505852706965
line_284011_302201,0.08349370741351782,627.5922057273065
line_284011_302071,0.08328590194255818,629.1581021256153
line_284011_303741,0.0760161506291534,689.3271964747945
line_284741_286671,0.06122392393402308,855.8745770112346
line_284741_285491,0.009635453509475977,5438.249476111038
line_284741_409941,0.07103195435227716,737.6961605213127
line_284741_409611,0.07742935904317257,676.7458835708965
line_284741_408441,0.07128168631612308,735.1116774596805
line_284741_401681,0.08559623080234105,612.176488483496
line_284741_400081,0.09190148153287143,570.1757917934925
line_284741_400041,0.06909231427380247,758.4056280463651
line_284741_402811,0.09137068932327741,573.4880669949229
line_284741_303741,0.09479691538191384,552.7606018496813
line_285491_286671,0.06989400004153737,749.7066982696534
line_285491_409941,0.08532255891794299,614.1400429679388
line_285491_409611,0.09141998407152323,573.1788353737231
line_285491_408441,0.08198268196622553,639.1593778499131
line_285491_401681,0.09165140532453178,571.7315497177042
line_285491_400081,0.0952889879945924,549.9061444851704
line_285491_400041,0.07526141245625445,696.23992282177
line_286671_409941,0.08501099391099241,616.3908641612103
line_286671_408441,0.08874124955051993,590.4807546142221
line_286671_400041,0.08546845595207,613.0916888142391
line_286671_303741,0.09489548259853002,552.1864536132482
line_300011_741041,0.038480603545128125,1361.7250035734992
line_301461_407871,0.08700213556583603,602.2840664680928
line_301461_302211,0.025266949062981825,2073.8554492425974
line_301461_301741,0.03930818800560213,1333.0555962674252
line_301461_301721,0.027588684082423813,1899.329444037636
line_301461_302051,0.05409099171586861,968.7380160313731
line_301461_302201,0.036785970278976274,1424.4561065702642
line_301461_302071,0.03121989857989295,1678.416727264707
line_301461_303741,0.046509444529766415,1126.6528880271528
line_301721_407871,0.07234254518156132,724.3317175044004
line_301721_302211,0.013343254274111316,3927.077976897052
line_301721_301741,0.025870371907107156,2025.48305792251
line_301721_302051,0.05067874298745187,1033.9640825932545
line_301721_302201,0.03327769171468764,1574.6284462654728
