name,typ,node,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn
ID_c_20110386,ngcc,bus_400041,727.0,5.9154896423680405,321.12,2.6796573068766927,2181.0,34896.0,353.76,1.0,3.0
ID_c_20113387,ngcc,bus_400011,727.0,5.9154896423680405,321.12,2.6796573068766927,2181.0,34896.0,353.76,1.0,3.0
ID_c_20109388,ngcc,bus_400041,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20110389,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20110390,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20111391,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20111392,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20110393,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20107394,ngcc,bus_400041,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20108395,ngcc,bus_400041,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20109396,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20109397,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20112398,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20112399,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20113400,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20112401,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20111402,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20113403,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20112404,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20112405,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20113406,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20112407,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20112408,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20113409,ngcc,bus_400031,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20978410,ngcc,bus_400501,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20981411,ngcc,bus_400501,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20978412,ngcc,bus_400501,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20979413,ngcc,bus_400501,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20981414,ngcc,bus_400501,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20102415,ngcc,bus_400501,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20102416,ngcc,bus_400501,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20102417,ngcc,bus_400501,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20103418,ngcc,bus_400501,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20108419,ngcc,bus_400501,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20104420,ngcc,bus_400501,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
ID_c_20991421,ngcc,bus_400501,233.0,8.86567494855161,102.92,6.909116131680385,699.0,11184.0,113.38,1.0,3.0
